id; similarity
383; Belongs to the class I-like SAM-binding methyltransferase superfamily. MPBQ/MBSQ MT family.
384; Belongs to the BRE1 family., Contains 1 RING-type zinc finger.
385; Belongs to the BRE1 family., Contains 1 RING-type zinc finger.
386; Belongs to the BRK1 family.
387; Belongs to the BRX family., Contains 2 BRX domains.
388; Belongs to the BRX family., Contains 2 BRX domains.
389; Belongs to the BRX family., Contains 2 BRX domains.
390; Belongs to the BRX family., Contains 2 BRX domains.
391; Belongs to the BRX family., Contains 1 BRX domain.
392; Belongs to the PPP phosphatase family. BSU subfamily., Contains 4 Kelch repeats.
393; Belongs to the PPP phosphatase family. BSU subfamily., Contains 5 Kelch repeats.
394; Contains 1 BURP domain.
395; Contains 1 BURP domain.
396; Contains 1 BURP domain.
397; Contains 1 BURP domain.
398; Contains 1 BURP domain.
399; Contains 1 BURP domain.
400; Contains 1 BURP domain.
401; Contains 1 BURP domain.
402; Contains 1 BURP domain.
403; Contains 1 BURP domain.
404; Contains 1 BURP domain.
405; Contains 1 BURP domain.
406; Contains 1 BURP domain.
407; Contains 1 BURP domain.
408; Contains 1 BURP domain.
409; Contains 1 BURP domain.
410; Contains 1 BURP domain.
411; Contains 1 bZIP (basic-leucine zipper) domain.
412; Contains 1 bZIP (basic-leucine zipper) domain.
413; Contains 1 bZIP (basic-leucine zipper) domain.
414; Belongs to the BZR/LAT61 family.
415; Belongs to the BZR/LAT61 family.
416; Belongs to the BZR/LAT61 family.
417; Belongs to the BZR/LAT61 family.
418; Belongs to the cytochrome P450 family.
419; Belongs to the cytochrome P450 family.
420; Belongs to the cytochrome P450 family.
421; Belongs to the cytochrome P450 family.
422; Belongs to the cytochrome P450 family.
423; Belongs to the cytochrome P450 family.
424; Contains 1 C3H1-type zinc finger.
425; Contains 5 C3H1-type zinc fingers.
426; Contains 2 C3H1-type zinc fingers.
427; Contains 3 C3H1-type zinc fingers., Contains 1 KH domain.
428; Contains 1 C3H1-type zinc finger., Contains 1 RING-type zinc finger.
429; Contains 2 C3H1-type zinc fingers.
430; Contains 2 C3H1-type zinc fingers., Contains 1 RRM (RNA recognition motif) domain.
431; Contains 3 C3H1-type zinc fingers.
432; Contains 2 C3H1-type zinc fingers.
433; Contains 1 C3H1-type zinc finger.
434; Contains 1 C3H1-type zinc finger., Contains 1 RRM (RNA recognition motif) domain.
435; Contains 2 ANK repeats., Contains 1 C3H1-type zinc finger.
436; Contains 2 C3H1-type zinc fingers., Contains 7 WD repeats.
437; Contains 1 C3H1-type zinc finger., Contains 1 RRM (RNA recognition motif) domain.
438; Contains 1 C3H1-type zinc finger.
439; Contains 2 C3H1-type zinc fingers.
440; Contains 1 C3H1-type zinc finger.
441; Contains 1 C3H1-type zinc finger., Contains 1 RRM (RNA recognition motif) domain.
442; Contains 1 C3H1-type zinc finger.
443; Contains 2 ANK repeats., Contains 2 C3H1-type zinc fingers.
444; Contains 3 C3H1-type zinc fingers., Contains 1 KH domain.
445; Contains 2 C3H1-type zinc fingers.
446; Contains 3 C3H1-type zinc fingers.
447; Contains 1 C3H1-type zinc finger., Contains 1 G-patch domain.
448; Contains 3 C3H1-type zinc fingers.
449; Contains 2 C3H1-type zinc fingers.
450; Contains 6 C3H1-type zinc fingers.
451; Contains 2 C3H1-type zinc fingers.
452; Contains 1 C3H1-type zinc finger., Contains 1 RRM (RNA recognition motif) domain.
453; Contains 1 C3H1-type zinc finger., Contains 1 RRM (RNA recognition motif) domain.
454; Contains 3 C3H1-type zinc fingers., Contains 1 MIF4G domain.
455; Contains 3 C3H1-type zinc fingers., Contains 1 KH domain.
456; Contains 2 C3H1-type zinc fingers.
457; Contains 1 C3H1-type zinc finger.
458; Contains 4 C3H1-type zinc fingers., Contains 1 RING-type zinc finger.
459; Contains 3 C3H1-type zinc fingers., Contains 1 YTH domain.
460; Contains 2 C3H1-type zinc fingers.
461; Contains 1 C3H1-type zinc finger.
462; Contains 1 C3H1-type zinc finger., Contains 1 RRM (RNA recognition motif) domain.
463; Contains 3 C3H1-type zinc fingers.
464; Contains 2 ANK repeats., Contains 2 C3H1-type zinc fingers.
465; Contains 1 C3H1-type zinc finger., Contains 1 HTH OST-type domain., Contains 1 RRM (RNA recognition motif) domain.
466; Contains 2 C3H1-type zinc fingers.
467; Contains 1 C3H1-type zinc finger.
468; Contains 3 C3H1-type zinc fingers.
469; Contains 2 C3H1-type zinc fingers., Contains 1 helicase ATP-binding domain., Contains 1 helicase C-terminal domain.
470; Contains 3 C3H1-type zinc fingers.
471; Contains 1 C3H1-type zinc finger., Contains 1 HTH OST-type domain., Contains 1 RRM (RNA recognition motif) domain.
472; Contains 1 C3H1-type zinc finger., Contains 1 SAP domain.
473; Contains 3 C3H1-type zinc fingers.
474; Contains 5 C3H1-type zinc fingers.
475; Contains 5 C3H1-type zinc fingers.
476; Contains 5 C3H1-type zinc fingers.
477; Contains 2 C3H1-type zinc fingers.
478; Contains 1 C3H1-type zinc finger., Contains 1 RRM (RNA recognition motif) domain.
479; Contains 5 C3H1-type zinc fingers.
480; Contains 1 C3H1-type zinc finger.
481; Contains 6 C3H1-type zinc fingers.
482; Contains 2 ANK repeats., Contains 2 C3H1-type zinc fingers.
483; Contains 3 C3H1-type zinc fingers.
484; Contains 5 C3H1-type zinc fingers.
485; Contains 2 C3H1-type zinc fingers.
486; Belongs to the cytochrome P450 family.
487; Belongs to the cytochrome P450 family.
488; Belongs to the cytochrome P450 family.
489; Belongs to the cytochrome P450 family.
490; Belongs to the cytochrome P450 family.
491; Belongs to the cytochrome P450 family.
492; Belongs to the cytochrome P450 family.
493; Belongs to the cytochrome P450 family.
494; Belongs to the cytochrome P450 family.
495; Belongs to the cytochrome P450 family.
496; Belongs to the cytochrome P450 family.
497; Belongs to the cytochrome P450 family.
498; Belongs to the cytochrome P450 family.
499; Belongs to the cytochrome P450 family.
500; Belongs to the cytochrome P450 family.
501; Belongs to the cytochrome P450 family.
502; Belongs to the cytochrome P450 family.
503; Belongs to the cytochrome P450 family.
504; Belongs to the cytochrome P450 family.
505; Belongs to the cytochrome P450 family.
506; Belongs to the cytochrome P450 family.
507; Belongs to the cytochrome P450 family.
508; Belongs to the cytochrome P450 family.
509; Belongs to the cytochrome P450 family.
510; Belongs to the cytochrome P450 family.
511; Belongs to the cytochrome P450 family.
512; Belongs to the anoctamin (TC 1.A.17) family.
513; Belongs to the zinc-containing alcohol dehydrogenase family.
514; Belongs to the zinc-containing alcohol dehydrogenase family.
515; Belongs to the zinc-containing alcohol dehydrogenase family.
516; Belongs to the zinc-containing alcohol dehydrogenase family.
517; Belongs to the zinc-containing alcohol dehydrogenase family.
518; Belongs to the zinc-containing alcohol dehydrogenase family.
519; Belongs to the zinc-containing alcohol dehydrogenase family.
520; Belongs to the zinc-containing alcohol dehydrogenase family.
521; Belongs to the zinc-containing alcohol dehydrogenase family.
522; Belongs to the zinc-containing alcohol dehydrogenase family.
523; Belongs to the zinc-containing alcohol dehydrogenase family.
524; Belongs to the zinc-containing alcohol dehydrogenase family.
525; Belongs to the AB hydrolase superfamily. AB hydrolase 2 family.
526; Belongs to the AB hydrolase superfamily. AB hydrolase 2 family.
527; Belongs to the AB hydrolase superfamily. AB hydrolase 2 family.
528; Contains 2 CRM domains.
529; Contains 2 CRM domains.
530; Contains 2 CRM domains.
531; Contains 2 CRM domains.
532; Belongs to the calmodulin family., Contains 4 EF-hand domains.
533; Belongs to the calmodulin family., Contains 4 EF-hand domains.
534; Belongs to the calmodulin family., Contains 4 EF-hand domains.
535; Belongs to the calreticulin family.
536; Belongs to the protein kinase superfamily. Ser/Thr protein kinase family., Contains 1 protein kinase domain.
537; Belongs to the thermonuclease family., Contains 1 TNase-like domain.
538; Belongs to the thermonuclease family., Contains 1 TNase-like domain.
539; Belongs to the thermonuclease family., Contains 1 TNase-like domain.
540; Belongs to the thermonuclease family., Contains 1 TNase-like domain.
541; Contains 1 Rieske domain.
542; Belongs to the CarA family., Contains 1 glutamine amidotransferase type-1 domain.
543; Belongs to the CarB family., Contains 2 ATP-grasp domains.
544; Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N-methyltransferase family., Contains 1 SAM-dependent MTase PRMT-type domain.
545; Belongs to the Casparian strip membrane proteins (CASP) family.
546; Belongs to the Casparian strip membrane proteins (CASP) family.
547; Belongs to the Casparian strip membrane proteins (CASP) family.
548; Belongs to the Casparian strip membrane proteins (CASP) family.
549; Belongs to the Casparian strip membrane proteins (CASP) family.
550; Belongs to the Casparian strip membrane proteins (CASP) family.
551; Belongs to the castor/pollux (TC 1.A.1.23) family.
552; Belongs to the terpene cyclase/mutase family., Contains 4 PFTB repeats.
553; Belongs to the catalase family.
554; Belongs to the catalase family.
555; Belongs to the sodium/potassium/calcium exchanger family. Cation/proton exchanger (CAX) (TC 2.A.19.2) subfamily.
556; Belongs to the sodium/potassium/calcium exchanger family. Cation/proton exchanger (CAX) (TC 2.A.19.2) subfamily.
557; Belongs to the sodium/potassium/calcium exchanger family. Cation/proton exchanger (CAX) (TC 2.A.19.2) subfamily.
558; Belongs to the sodium/potassium/calcium exchanger family. Cation/proton exchanger (CAX) (TC 2.A.19.2) subfamily.
559; Belongs to the sodium/potassium/calcium exchanger family. Cation/proton exchanger (CAX) (TC 2.A.19.2) subfamily.
560; Belongs to the sodium/potassium/calcium exchanger family. Cation/proton exchanger (CAX) (TC 2.A.19.2) subfamily.
561; Belongs to the light-harvesting chlorophyll a/b-binding (LHC) protein family.
562; Belongs to the light-harvesting chlorophyll a/b-binding (LHC) protein family.
563; Belongs to the light-harvesting chlorophyll a/b-binding (LHC) protein family.
564; Belongs to the peptidase S10 family.
565; Belongs to the peptidase S10 family.
566; Belongs to the peptidase S10 family.
567; Belongs to the cyclin family. Cyclin AB subfamily.
568; Belongs to the cyclin family. Cyclin AB subfamily.
569; Belongs to the cyclin family. Cyclin AB subfamily.
570; Belongs to the cyclin family. Cyclin AB subfamily.
571; Belongs to the cyclin family. Cyclin AB subfamily.
572; Belongs to the cyclin family. Cyclin AB subfamily.
573; Belongs to the protein kinase superfamily. CAMK Ser/Thr protein kinase family. CaMK subfamily., Contains 3 EF-hand domains., Contains 1 protein kinase domain.
574; Belongs to the cyclin family. Cyclin AB subfamily.
575; Belongs to the cyclin family. Cyclin AB subfamily.
576; Belongs to the cyclin family. Cyclin AB subfamily.
577; Belongs to the cyclin family. Cyclin AB subfamily.
578; Belongs to the cyclin family. Cyclin AB subfamily.
579; Belongs to the cyclin family. Cyclin C subfamily.
580; Belongs to the SLC12A transporter family.
581; Belongs to the cyclin family. Cyclin AB subfamily.
582; Belongs to the SLC12A transporter family.
583; Belongs to the cyclin family. Cyclin D subfamily.
584; Belongs to the cyclin family. Cyclin D subfamily.
585; Belongs to the cyclin family. Cyclin D subfamily.
586; Belongs to the cyclin family. Cyclin AB subfamily.
587; Belongs to the cyclin family. Cyclin D subfamily.
588; Belongs to the cyclin family. Cyclin D subfamily.
589; Belongs to the cyclin family. Cyclin D subfamily.
590; Belongs to the cyclin family. Cyclin D subfamily.
591; Belongs to the cyclin family. Cyclin D subfamily.
592; Belongs to the cyclin family. Cyclin D subfamily.
593; Belongs to the cyclin family. Cyclin D subfamily.
594; Belongs to the cyclin family. Cyclin D subfamily.
595; Belongs to the cyclin family. Cyclin D subfamily.
596; Belongs to the cyclin family. Cyclin D subfamily.
597; Belongs to the cyclin family. Cyclin D subfamily.
598; Belongs to the carotenoid oxygenase family.
599; Belongs to the carotenoid oxygenase family.
600; Belongs to the carotenoid oxygenase family.
601; Belongs to the DsbD family.
602; Belongs to the DsbD family.
603; Belongs to the cyclin family. Cyclin F subfamily.
604; Belongs to the cyclin family. Cyclin F subfamily.
605; Belongs to the cyclin family. Cyclin F subfamily.
606; Belongs to the cyclin family. Cyclin F subfamily.
607; Belongs to the cyclin family. Cyclin F subfamily.
608; Belongs to the cyclin family. Cyclin F subfamily.
609; Belongs to the cyclin family. Cyclin F subfamily.
610; Belongs to the cyclin family. Cyclin F subfamily.
611; Belongs to the cyclin family. Cyclin F subfamily.
612; Belongs to the cyclin family.
613; Belongs to the cyclin family. Cyclin L subfamily.
614; Belongs to the CcmH/CycL/Ccl2/NrfF family.
615; Belongs to the cyclin family. Cyclin U/P subfamily.
616; Belongs to the cyclin family. Cyclin U/P subfamily.
617; Belongs to the cyclin family. Cyclin U/P subfamily.
618; Belongs to the cyclin family. Cyclin U/P subfamily.
619; Belongs to the Ccs1/CcsB family.
620; Belongs to the CcmF/CycK/Ccl1/NrfE/CcsA family.
621; Belongs to the cyclin family.
622; Belongs to the cyclin family. Cyclin T subfamily.
623; Belongs to the cyclin family. Cyclin T subfamily.
624; In the C-terminal section; belongs to the Cu-Zn superoxide dismutase family., Contains 1 HMA domain.
625; Belongs to the cyclin family. Cyclin T subfamily.
626; Belongs to the cyclin family. Cyclin T subfamily.
627; Belongs to the CDC6/cdc18 family.
628; Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family. CDC2/CDKX subfamily., Contains 1 protein kinase domain.
629; Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family. CDC2/CDKX subfamily., Contains 1 protein kinase domain.
630; Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family. CDC2/CDKX subfamily., Contains 1 protein kinase domain.
631; Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family. CDC2/CDKX subfamily., Contains 1 protein kinase domain.
632; Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family. CDC2/CDKX subfamily., Contains 1 protein kinase domain.
633; Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family. CDC2/CDKX subfamily., Contains 1 protein kinase domain.
634; Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family. CDC2/CDKX subfamily., Contains 1 protein kinase domain.
635; Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family. CDC2/CDKX subfamily., Contains 1 protein kinase domain.
636; Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family. CDC2/CDKX subfamily., Contains 1 protein kinase domain.
637; Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family. CDC2/CDKX subfamily., Contains 1 protein kinase domain.
638; Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family. CDC2/CDKX subfamily., Contains 1 protein kinase domain.
639; Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family. CDC2/CDKX subfamily., Contains 1 protein kinase domain.
640; Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family. CDC2/CDKX subfamily., Contains 1 protein kinase domain.
